A fact sheet with definitions and metadata for this dataset can be found at http://www.stateair.net/web/historical/1/1.html.,,,,,,,,,,
The U.S. Department of State Data Use Statement at http://www.stateair.net/web/historical/1/1.html applies to these and all data available from the Mission China air quality monitoring program.,,,,,,,,,,
,,,,,,,,,,
Site,Parameter,Date (LST),Year,Month,Day,Hour,Value,Unit,Duration,QC Name
Beijing,PM2.5,2/23/2017 22:00,2017,2,23,22,45,µg/m³,1 Hr,Valid
Beijing,PM2.5,2/23/2017 23:00,2017,2,23,23,58,µg/m³,1 Hr,Valid
Beijing,PM2.5,2/24/2017 0:00,2017,2,24,0,61,µg/m³,1 Hr,Valid
Beijing,PM2.5,2/24/2017 1:00,2017,2,24,1,42,µg/m³,1 Hr,Valid
Beijing,PM2.5,2/24/2017 2:00,2017,2,24,2,55,µg/m³,1 Hr,Valid
Beijing,PM2.5,2/24/2017 3:00,2017,2,24,3,57,µg/m³,1 Hr,Valid
Beijing,PM2.5,2/24/2017 4:00,2017,2,24,4,20,µg/m³,1 Hr,Valid
Beijing,PM2.5,2/24/2017 5:00,2017,2,24,5,33,µg/m³,1 Hr,Valid
Beijing,PM2.5,2/24/2017 6:00,2017,2,24,6,27,µg/m³,1 Hr,Valid
Beijing,PM2.5,2/24/2017 7:00,2017,2,24,7,27,µg/m³,1 Hr,Valid
Beijing,PM2.5,2/24/2017 8:00,2017,2,24,8,21,µg/m³,1 Hr,Valid
Beijing,PM2.5,2/24/2017 9:00,2017,2,24,9,19,µg/m³,1 Hr,Valid
Beijing,PM2.5,2/24/2017 10:00,2017,2,24,10,23,µg/m³,1 Hr,Valid
Beijing,PM2.5,2/24/2017 11:00,2017,2,24,11,16,µg/m³,1 Hr,Valid
Beijing,PM2.5,2/24/2017 12:00,2017,2,24,12,11,µg/m³,1 Hr,Valid
Beijing,PM2.5,2/24/2017 13:00,2017,2,24,13,16,µg/m³,1 Hr,Valid
Beijing,PM2.5,2/24/2017 14:00,2017,2,24,14,12,µg/m³,1 Hr,Valid
Beijing,PM2.5,2/24/2017 15:00,2017,2,24,15,13,µg/m³,1 Hr,Valid
Beijing,PM2.5,2/24/2017 16:00,2017,2,24,16,13,µg/m³,1 Hr,Valid
Beijing,PM2.5,2/24/2017 17:00,2017,2,24,17,12,µg/m³,1 Hr,Valid
Beijing,PM2.5,2/24/2017 18:00,2017,2,24,18,14,µg/m³,1 Hr,Valid
Beijing,PM2.5,2/24/2017 19:00,2017,2,24,19,11,µg/m³,1 Hr,Valid
Beijing,PM2.5,2/24/2017 20:00,2017,2,24,20,12,µg/m³,1 Hr,Valid
Beijing,PM2.5,2/24/2017 21:00,2017,2,24,21,12,µg/m³,1 Hr,Valid
Beijing,PM2.5,2/24/2017 22:00,2017,2,24,22,11,µg/m³,1 Hr,Valid
Beijing,PM2.5,2/24/2017 23:00,2017,2,24,23,17,µg/m³,1 Hr,Valid
Beijing,PM2.5,2/25/2017 0:00,2017,2,25,0,6,µg/m³,1 Hr,Valid
Beijing,PM2.5,2/25/2017 1:00,2017,2,25,1,9,µg/m³,1 Hr,Valid
Beijing,PM2.5,2/25/2017 2:00,2017,2,25,2,38,µg/m³,1 Hr,Valid
Beijing,PM2.5,2/25/2017 3:00,2017,2,25,3,7,µg/m³,1 Hr,Valid
Beijing,PM2.5,2/25/2017 4:00,2017,2,25,4,6,µg/m³,1 Hr,Valid
Beijing,PM2.5,2/25/2017 5:00,2017,2,25,5,5,µg/m³,1 Hr,Valid
Beijing,PM2.5,2/25/2017 6:00,2017,2,25,6,4,µg/m³,1 Hr,Valid
Beijing,PM2.5,2/25/2017 7:00,2017,2,25,7,13,µg/m³,1 Hr,Valid
Beijing,PM2.5,2/25/2017 8:00,2017,2,25,8,13,µg/m³,1 Hr,Valid
Beijing,PM2.5,2/25/2017 9:00,2017,2,25,9,8,µg/m³,1 Hr,Valid
Beijing,PM2.5,2/25/2017 10:00,2017,2,25,10,15,µg/m³,1 Hr,Valid
Beijing,PM2.5,2/25/2017 11:00,2017,2,25,11,6,µg/m³,1 Hr,Valid
Beijing,PM2.5,2/25/2017 12:00,2017,2,25,12,7,µg/m³,1 Hr,Valid
Beijing,PM2.5,2/25/2017 13:00,2017,2,25,13,5,µg/m³,1 Hr,Valid
Beijing,PM2.5,2/25/2017 14:00,2017,2,25,14,3,µg/m³,1 Hr,Valid
Beijing,PM2.5,2/25/2017 15:00,2017,2,25,15,13,µg/m³,1 Hr,Valid
Beijing,PM2.5,2/25/2017 16:00,2017,2,25,16,8,µg/m³,1 Hr,Valid
Beijing,PM2.5,2/25/2017 17:00,2017,2,25,17,6,µg/m³,1 Hr,Valid
Beijing,PM2.5,2/25/2017 18:00,2017,2,25,18,12,µg/m³,1 Hr,Valid
Beijing,PM2.5,2/25/2017 19:00,2017,2,25,19,17,µg/m³,1 Hr,Valid
Beijing,PM2.5,2/25/2017 20:00,2017,2,25,20,20,µg/m³,1 Hr,Valid
Beijing,PM2.5,2/25/2017 21:00,2017,2,25,21,15,µg/m³,1 Hr,Valid
Beijing,PM2.5,2/25/2017 22:00,2017,2,25,22,23,µg/m³,1 Hr,Valid
Beijing,PM2.5,2/25/2017 23:00,2017,2,25,23,17,µg/m³,1 Hr,Valid
Beijing,PM2.5,2/26/2017 0:00,2017,2,26,0,18,µg/m³,1 Hr,Valid
Beijing,PM2.5,2/26/2017 1:00,2017,2,26,1,15,µg/m³,1 Hr,Valid
Beijing,PM2.5,2/26/2017 2:00,2017,2,26,2,24,µg/m³,1 Hr,Valid
Beijing,PM2.5,2/26/2017 3:00,2017,2,26,3,24,µg/m³,1 Hr,Valid
Beijing,PM2.5,2/26/2017 4:00,2017,2,26,4,22,µg/m³,1 Hr,Valid
Beijing,PM2.5,2/26/2017 5:00,2017,2,26,5,22,µg/m³,1 Hr,Valid
Beijing,PM2.5,2/26/2017 6:00,2017,2,26,6,23,µg/m³,1 Hr,Valid
Beijing,PM2.5,2/26/2017 7:00,2017,2,26,7,22,µg/m³,1 Hr,Valid
Beijing,PM2.5,2/26/2017 8:00,2017,2,26,8,25,µg/m³,1 Hr,Valid
Beijing,PM2.5,2/26/2017 9:00,2017,2,26,9,19,µg/m³,1 Hr,Valid
Beijing,PM2.5,2/26/2017 10:00,2017,2,26,10,23,µg/m³,1 Hr,Valid
Beijing,PM2.5,2/26/2017 11:00,2017,2,26,11,15,µg/m³,1 Hr,Valid
Beijing,PM2.5,2/26/2017 12:00,2017,2,26,12,16,µg/m³,1 Hr,Valid
Beijing,PM2.5,2/26/2017 13:00,2017,2,26,13,19,µg/m³,1 Hr,Valid
Beijing,PM2.5,2/26/2017 14:00,2017,2,26,14,25,µg/m³,1 Hr,Valid
Beijing,PM2.5,2/26/2017 15:00,2017,2,26,15,25,µg/m³,1 Hr,Valid
Beijing,PM2.5,2/26/2017 16:00,2017,2,26,16,23,µg/m³,1 Hr,Valid
Beijing,PM2.5,2/26/2017 17:00,2017,2,26,17,27,µg/m³,1 Hr,Valid
Beijing,PM2.5,2/26/2017 18:00,2017,2,26,18,27,µg/m³,1 Hr,Valid
Beijing,PM2.5,2/26/2017 19:00,2017,2,26,19,40,µg/m³,1 Hr,Valid
Beijing,PM2.5,2/26/2017 20:00,2017,2,26,20,43,µg/m³,1 Hr,Valid
Beijing,PM2.5,2/26/2017 21:00,2017,2,26,21,47,µg/m³,1 Hr,Valid
Beijing,PM2.5,2/26/2017 22:00,2017,2,26,22,54,µg/m³,1 Hr,Valid
Beijing,PM2.5,2/26/2017 23:00,2017,2,26,23,51,µg/m³,1 Hr,Valid
Beijing,PM2.5,2/27/2017 0:00,2017,2,27,0,47,µg/m³,1 Hr,Valid
Beijing,PM2.5,2/27/2017 1:00,2017,2,27,1,69,µg/m³,1 Hr,Valid
Beijing,PM2.5,2/27/2017 2:00,2017,2,27,2,104,µg/m³,1 Hr,Valid
Beijing,PM2.5,2/27/2017 3:00,2017,2,27,3,103,µg/m³,1 Hr,Valid
Beijing,PM2.5,2/27/2017 4:00,2017,2,27,4,122,µg/m³,1 Hr,Valid
Beijing,PM2.5,2/27/2017 5:00,2017,2,27,5,111,µg/m³,1 Hr,Valid
Beijing,PM2.5,2/27/2017 6:00,2017,2,27,6,91,µg/m³,1 Hr,Valid
Beijing,PM2.5,2/27/2017 7:00,2017,2,27,7,83,µg/m³,1 Hr,Valid
Beijing,PM2.5,2/27/2017 8:00,2017,2,27,8,85,µg/m³,1 Hr,Valid
Beijing,PM2.5,2/27/2017 9:00,2017,2,27,9,96,µg/m³,1 Hr,Valid
Beijing,PM2.5,2/27/2017 10:00,2017,2,27,10,104,µg/m³,1 Hr,Valid
Beijing,PM2.5,2/27/2017 11:00,2017,2,27,11,115,µg/m³,1 Hr,Valid
Beijing,PM2.5,2/27/2017 12:00,2017,2,27,12,113,µg/m³,1 Hr,Valid
Beijing,PM2.5,2/27/2017 13:00,2017,2,27,13,116,µg/m³,1 Hr,Valid
Beijing,PM2.5,2/27/2017 14:00,2017,2,27,14,95,µg/m³,1 Hr,Valid
Beijing,PM2.5,2/27/2017 15:00,2017,2,27,15,60,µg/m³,1 Hr,Valid
Beijing,PM2.5,2/27/2017 16:00,2017,2,27,16,51,µg/m³,1 Hr,Valid
Beijing,PM2.5,2/27/2017 17:00,2017,2,27,17,48,µg/m³,1 Hr,Valid
Beijing,PM2.5,2/27/2017 18:00,2017,2,27,18,46,µg/m³,1 Hr,Valid
Beijing,PM2.5,2/27/2017 19:00,2017,2,27,19,44,µg/m³,1 Hr,Valid
Beijing,PM2.5,2/27/2017 20:00,2017,2,27,20,45,µg/m³,1 Hr,Valid
Beijing,PM2.5,2/27/2017 21:00,2017,2,27,21,52,µg/m³,1 Hr,Valid
Beijing,PM2.5,2/27/2017 22:00,2017,2,27,22,60,µg/m³,1 Hr,Valid
Beijing,PM2.5,2/27/2017 23:00,2017,2,27,23,85,µg/m³,1 Hr,Valid
Beijing,PM2.5,2/28/2017 0:00,2017,2,28,0,51,µg/m³,1 Hr,Valid
Beijing,PM2.5,2/28/2017 1:00,2017,2,28,1,22,µg/m³,1 Hr,Valid
Beijing,PM2.5,2/28/2017 2:00,2017,2,28,2,23,µg/m³,1 Hr,Valid
Beijing,PM2.5,2/28/2017 3:00,2017,2,28,3,20,µg/m³,1 Hr,Valid
Beijing,PM2.5,2/28/2017 4:00,2017,2,28,4,10,µg/m³,1 Hr,Valid
Beijing,PM2.5,2/28/2017 5:00,2017,2,28,5,14,µg/m³,1 Hr,Valid
Beijing,PM2.5,2/28/2017 6:00,2017,2,28,6,12,µg/m³,1 Hr,Valid
Beijing,PM2.5,2/28/2017 7:00,2017,2,28,7,11,µg/m³,1 Hr,Valid
Beijing,PM2.5,2/28/2017 8:00,2017,2,28,8,11,µg/m³,1 Hr,Valid
Beijing,PM2.5,2/28/2017 9:00,2017,2,28,9,12,µg/m³,1 Hr,Valid
Beijing,PM2.5,2/28/2017 10:00,2017,2,28,10,7,µg/m³,1 Hr,Valid
Beijing,PM2.5,2/28/2017 11:00,2017,2,28,11,4,µg/m³,1 Hr,Valid
Beijing,PM2.5,2/28/2017 12:00,2017,2,28,12,4,µg/m³,1 Hr,Valid
Beijing,PM2.5,2/28/2017 13:00,2017,2,28,13,3,µg/m³,1 Hr,Valid
Beijing,PM2.5,2/28/2017 14:00,2017,2,28,14,4,µg/m³,1 Hr,Valid
Beijing,PM2.5,2/28/2017 15:00,2017,2,28,15,8,µg/m³,1 Hr,Valid
Beijing,PM2.5,2/28/2017 16:00,2017,2,28,16,8,µg/m³,1 Hr,Valid
Beijing,PM2.5,2/28/2017 17:00,2017,2,28,17,15,µg/m³,1 Hr,Valid
Beijing,PM2.5,2/28/2017 18:00,2017,2,28,18,16,µg/m³,1 Hr,Valid
Beijing,PM2.5,2/28/2017 19:00,2017,2,28,19,11,µg/m³,1 Hr,Valid
Beijing,PM2.5,2/28/2017 20:00,2017,2,28,20,19,µg/m³,1 Hr,Valid
Beijing,PM2.5,2/28/2017 21:00,2017,2,28,21,16,µg/m³,1 Hr,Valid
Beijing,PM2.5,2/28/2017 22:00,2017,2,28,22,17,µg/m³,1 Hr,Valid
Beijing,PM2.5,2/28/2017 23:00,2017,2,28,23,18,µg/m³,1 Hr,Valid
Beijing,PM2.5,3/1/2017 0:00,2017,3,1,0,18,µg/m³,1 Hr,Valid
Beijing,PM2.5,3/1/2017 1:00,2017,3,1,1,19,µg/m³,1 Hr,Valid
Beijing,PM2.5,3/1/2017 2:00,2017,3,1,2,7,µg/m³,1 Hr,Valid
Beijing,PM2.5,3/1/2017 3:00,2017,3,1,3,8,µg/m³,1 Hr,Valid
Beijing,PM2.5,3/1/2017 4:00,2017,3,1,4,8,µg/m³,1 Hr,Valid
Beijing,PM2.5,3/1/2017 5:00,2017,3,1,5,9,µg/m³,1 Hr,Valid
Beijing,PM2.5,3/1/2017 6:00,2017,3,1,6,6,µg/m³,1 Hr,Valid
Beijing,PM2.5,3/1/2017 7:00,2017,3,1,7,4,µg/m³,1 Hr,Valid
Beijing,PM2.5,3/1/2017 8:00,2017,3,1,8,4,µg/m³,1 Hr,Valid
Beijing,PM2.5,3/1/2017 9:00,2017,3,1,9,11,µg/m³,1 Hr,Valid
Beijing,PM2.5,3/1/2017 10:00,2017,3,1,10,15,µg/m³,1 Hr,Valid
Beijing,PM2.5,3/1/2017 11:00,2017,3,1,11,10,µg/m³,1 Hr,Valid
Beijing,PM2.5,3/1/2017 12:00,2017,3,1,12,18,µg/m³,1 Hr,Valid
Beijing,PM2.5,3/1/2017 13:00,2017,3,1,13,8,µg/m³,1 Hr,Valid
Beijing,PM2.5,3/1/2017 14:00,2017,3,1,14,29,µg/m³,1 Hr,Valid
Beijing,PM2.5,3/1/2017 15:00,2017,3,1,15,13,µg/m³,1 Hr,Valid
Beijing,PM2.5,3/1/2017 16:00,2017,3,1,16,8,µg/m³,1 Hr,Valid
Beijing,PM2.5,3/1/2017 17:00,2017,3,1,17,8,µg/m³,1 Hr,Valid
Beijing,PM2.5,3/1/2017 18:00,2017,3,1,18,9,µg/m³,1 Hr,Valid
Beijing,PM2.5,3/1/2017 19:00,2017,3,1,19,12,µg/m³,1 Hr,Valid
Beijing,PM2.5,3/1/2017 20:00,2017,3,1,20,13,µg/m³,1 Hr,Valid
Beijing,PM2.5,3/1/2017 21:00,2017,3,1,21,21,µg/m³,1 Hr,Valid
Beijing,PM2.5,3/1/2017 22:00,2017,3,1,22,33,µg/m³,1 Hr,Valid
Beijing,PM2.5,3/1/2017 23:00,2017,3,1,23,8,µg/m³,1 Hr,Valid
Beijing,PM2.5,3/2/2017 0:00,2017,3,2,0,16,µg/m³,1 Hr,Valid
Beijing,PM2.5,3/2/2017 1:00,2017,3,2,1,15,µg/m³,1 Hr,Valid
Beijing,PM2.5,3/2/2017 2:00,2017,3,2,2,18,µg/m³,1 Hr,Valid
Beijing,PM2.5,3/2/2017 3:00,2017,3,2,3,21,µg/m³,1 Hr,Valid
Beijing,PM2.5,3/2/2017 4:00,2017,3,2,4,35,µg/m³,1 Hr,Valid
Beijing,PM2.5,3/2/2017 5:00,2017,3,2,5,28,µg/m³,1 Hr,Valid
Beijing,PM2.5,3/2/2017 6:00,2017,3,2,6,26,µg/m³,1 Hr,Valid
Beijing,PM2.5,3/2/2017 7:00,2017,3,2,7,44,µg/m³,1 Hr,Valid
Beijing,PM2.5,3/2/2017 8:00,2017,3,2,8,49,µg/m³,1 Hr,Valid
Beijing,PM2.5,3/2/2017 9:00,2017,3,2,9,66,µg/m³,1 Hr,Valid
Beijing,PM2.5,3/2/2017 10:00,2017,3,2,10,66,µg/m³,1 Hr,Valid
Beijing,PM2.5,3/2/2017 11:00,2017,3,2,11,42,µg/m³,1 Hr,Valid
Beijing,PM2.5,3/2/2017 12:00,2017,3,2,12,37,µg/m³,1 Hr,Valid
Beijing,PM2.5,3/2/2017 13:00,2017,3,2,13,57,µg/m³,1 Hr,Valid
Beijing,PM2.5,3/2/2017 14:00,2017,3,2,14,51,µg/m³,1 Hr,Valid
Beijing,PM2.5,3/2/2017 15:00,2017,3,2,15,41,µg/m³,1 Hr,Valid
Beijing,PM2.5,3/2/2017 16:00,2017,3,2,16,35,µg/m³,1 Hr,Valid
Beijing,PM2.5,3/2/2017 17:00,2017,3,2,17,42,µg/m³,1 Hr,Valid
Beijing,PM2.5,3/2/2017 18:00,2017,3,2,18,37,µg/m³,1 Hr,Valid
Beijing,PM2.5,3/2/2017 19:00,2017,3,2,19,43,µg/m³,1 Hr,Valid
Beijing,PM2.5,3/2/2017 20:00,2017,3,2,20,62,µg/m³,1 Hr,Valid
Beijing,PM2.5,3/2/2017 21:00,2017,3,2,21,95,µg/m³,1 Hr,Valid
Beijing,PM2.5,3/2/2017 22:00,2017,3,2,22,68,µg/m³,1 Hr,Valid
Beijing,PM2.5,3/2/2017 23:00,2017,3,2,23,105,µg/m³,1 Hr,Valid
Beijing,PM2.5,3/3/2017 0:00,2017,3,3,0,103,µg/m³,1 Hr,Valid
Beijing,PM2.5,3/3/2017 1:00,2017,3,3,1,89,µg/m³,1 Hr,Valid
Beijing,PM2.5,3/3/2017 2:00,2017,3,3,2,94,µg/m³,1 Hr,Valid
Beijing,PM2.5,3/3/2017 3:00,2017,3,3,3,108,µg/m³,1 Hr,Valid
Beijing,PM2.5,3/3/2017 4:00,2017,3,3,4,99,µg/m³,1 Hr,Valid
Beijing,PM2.5,3/3/2017 5:00,2017,3,3,5,102,µg/m³,1 Hr,Valid
Beijing,PM2.5,3/3/2017 6:00,2017,3,3,6,108,µg/m³,1 Hr,Valid
Beijing,PM2.5,3/3/2017 7:00,2017,3,3,7,98,µg/m³,1 Hr,Valid
Beijing,PM2.5,3/3/2017 8:00,2017,3,3,8,87,µg/m³,1 Hr,Valid
Beijing,PM2.5,3/3/2017 9:00,2017,3,3,9,103,µg/m³,1 Hr,Valid
Beijing,PM2.5,3/3/2017 10:00,2017,3,3,10,113,µg/m³,1 Hr,Valid
Beijing,PM2.5,3/3/2017 11:00,2017,3,3,11,104,µg/m³,1 Hr,Valid
Beijing,PM2.5,3/3/2017 12:00,2017,3,3,12,90,µg/m³,1 Hr,Valid
Beijing,PM2.5,3/3/2017 13:00,2017,3,3,13,79,µg/m³,1 Hr,Valid
Beijing,PM2.5,3/3/2017 14:00,2017,3,3,14,88,µg/m³,1 Hr,Valid
Beijing,PM2.5,3/3/2017 15:00,2017,3,3,15,103,µg/m³,1 Hr,Valid
Beijing,PM2.5,3/3/2017 16:00,2017,3,3,16,116,µg/m³,1 Hr,Valid
Beijing,PM2.5,3/3/2017 17:00,2017,3,3,17,105,µg/m³,1 Hr,Valid
Beijing,PM2.5,3/3/2017 18:00,2017,3,3,18,93,µg/m³,1 Hr,Valid
Beijing,PM2.5,3/3/2017 19:00,2017,3,3,19,85,µg/m³,1 Hr,Valid
Beijing,PM2.5,3/3/2017 20:00,2017,3,3,20,72,µg/m³,1 Hr,Valid
Beijing,PM2.5,3/3/2017 21:00,2017,3,3,21,61,µg/m³,1 Hr,Valid
Beijing,PM2.5,3/3/2017 22:00,2017,3,3,22,57,µg/m³,1 Hr,Valid
Beijing,PM2.5,3/3/2017 23:00,2017,3,3,23,52,µg/m³,1 Hr,Valid
Beijing,PM2.5,3/4/2017 0:00,2017,3,4,0,45,µg/m³,1 Hr,Valid
Beijing,PM2.5,3/4/2017 1:00,2017,3,4,1,39,µg/m³,1 Hr,Valid
Beijing,PM2.5,3/4/2017 2:00,2017,3,4,2,47,µg/m³,1 Hr,Valid
Beijing,PM2.5,3/4/2017 3:00,2017,3,4,3,59,µg/m³,1 Hr,Valid
Beijing,PM2.5,3/4/2017 4:00,2017,3,4,4,57,µg/m³,1 Hr,Valid
Beijing,PM2.5,3/4/2017 5:00,2017,3,4,5,59,µg/m³,1 Hr,Valid
Beijing,PM2.5,3/4/2017 6:00,2017,3,4,6,62,µg/m³,1 Hr,Valid
Beijing,PM2.5,3/4/2017 7:00,2017,3,4,7,65,µg/m³,1 Hr,Valid
Beijing,PM2.5,3/4/2017 8:00,2017,3,4,8,70,µg/m³,1 Hr,Valid
Beijing,PM2.5,3/4/2017 9:00,2017,3,4,9,75,µg/m³,1 Hr,Valid
Beijing,PM2.5,3/4/2017 10:00,2017,3,4,10,85,µg/m³,1 Hr,Valid
Beijing,PM2.5,3/4/2017 11:00,2017,3,4,11,86,µg/m³,1 Hr,Valid
Beijing,PM2.5,3/4/2017 12:00,2017,3,4,12,85,µg/m³,1 Hr,Valid
Beijing,PM2.5,3/4/2017 13:00,2017,3,4,13,92,µg/m³,1 Hr,Valid
Beijing,PM2.5,3/4/2017 14:00,2017,3,4,14,100,µg/m³,1 Hr,Valid
Beijing,PM2.5,3/4/2017 15:00,2017,3,4,15,104,µg/m³,1 Hr,Valid
Beijing,PM2.5,3/4/2017 16:00,2017,3,4,16,110,µg/m³,1 Hr,Valid
Beijing,PM2.5,3/4/2017 17:00,2017,3,4,17,125,µg/m³,1 Hr,Valid
Beijing,PM2.5,3/4/2017 18:00,2017,3,4,18,129,µg/m³,1 Hr,Valid
Beijing,PM2.5,3/4/2017 19:00,2017,3,4,19,142,µg/m³,1 Hr,Valid
Beijing,PM2.5,3/4/2017 20:00,2017,3,4,20,143,µg/m³,1 Hr,Valid
Beijing,PM2.5,3/4/2017 21:00,2017,3,4,21,154,µg/m³,1 Hr,Valid
Beijing,PM2.5,3/4/2017 22:00,2017,3,4,22,169,µg/m³,1 Hr,Valid
Beijing,PM2.5,3/4/2017 23:00,2017,3,4,23,108,µg/m³,1 Hr,Valid
Beijing,PM2.5,3/5/2017 0:00,2017,3,5,0,35,µg/m³,1 Hr,Valid
Beijing,PM2.5,3/5/2017 1:00,2017,3,5,1,15,µg/m³,1 Hr,Valid
Beijing,PM2.5,3/5/2017 2:00,2017,3,5,2,12,µg/m³,1 Hr,Valid
Beijing,PM2.5,3/5/2017 3:00,2017,3,5,3,13,µg/m³,1 Hr,Valid
Beijing,PM2.5,3/5/2017 4:00,2017,3,5,4,10,µg/m³,1 Hr,Valid
Beijing,PM2.5,3/5/2017 5:00,2017,3,5,5,9,µg/m³,1 Hr,Valid
Beijing,PM2.5,3/5/2017 6:00,2017,3,5,6,10,µg/m³,1 Hr,Valid
Beijing,PM2.5,3/5/2017 7:00,2017,3,5,7,8,µg/m³,1 Hr,Valid
Beijing,PM2.5,3/5/2017 8:00,2017,3,5,8,16,µg/m³,1 Hr,Valid
Beijing,PM2.5,3/5/2017 9:00,2017,3,5,9,16,µg/m³,1 Hr,Valid
Beijing,PM2.5,3/5/2017 10:00,2017,3,5,10,25,µg/m³,1 Hr,Valid
Beijing,PM2.5,3/5/2017 11:00,2017,3,5,11,15,µg/m³,1 Hr,Valid
Beijing,PM2.5,3/5/2017 12:00,2017,3,5,12,17,µg/m³,1 Hr,Valid
Beijing,PM2.5,3/5/2017 13:00,2017,3,5,13,18,µg/m³,1 Hr,Valid
Beijing,PM2.5,3/5/2017 14:00,2017,3,5,14,16,µg/m³,1 Hr,Valid
Beijing,PM2.5,3/5/2017 15:00,2017,3,5,15,8,µg/m³,1 Hr,Valid
Beijing,PM2.5,3/5/2017 16:00,2017,3,5,16,8,µg/m³,1 Hr,Valid
Beijing,PM2.5,3/5/2017 17:00,2017,3,5,17,12,µg/m³,1 Hr,Valid
Beijing,PM2.5,3/5/2017 18:00,2017,3,5,18,15,µg/m³,1 Hr,Valid
Beijing,PM2.5,3/5/2017 19:00,2017,3,5,19,9,µg/m³,1 Hr,Valid
Beijing,PM2.5,3/5/2017 20:00,2017,3,5,20,10,µg/m³,1 Hr,Valid
Beijing,PM2.5,3/5/2017 21:00,2017,3,5,21,9,µg/m³,1 Hr,Valid
Beijing,PM2.5,3/5/2017 22:00,2017,3,5,22,14,µg/m³,1 Hr,Valid
Beijing,PM2.5,3/5/2017 23:00,2017,3,5,23,21,µg/m³,1 Hr,Valid
Beijing,PM2.5,3/6/2017 0:00,2017,3,6,0,12,µg/m³,1 Hr,Valid
Beijing,PM2.5,3/6/2017 1:00,2017,3,6,1,13,µg/m³,1 Hr,Valid
Beijing,PM2.5,3/6/2017 2:00,2017,3,6,2,16,µg/m³,1 Hr,Valid
Beijing,PM2.5,3/6/2017 3:00,2017,3,6,3,21,µg/m³,1 Hr,Valid
Beijing,PM2.5,3/6/2017 4:00,2017,3,6,4,17,µg/m³,1 Hr,Valid
Beijing,PM2.5,3/6/2017 5:00,2017,3,6,5,15,µg/m³,1 Hr,Valid
Beijing,PM2.5,3/6/2017 6:00,2017,3,6,6,29,µg/m³,1 Hr,Valid
Beijing,PM2.5,3/6/2017 7:00,2017,3,6,7,35,µg/m³,1 Hr,Valid
Beijing,PM2.5,3/6/2017 8:00,2017,3,6,8,51,µg/m³,1 Hr,Valid
Beijing,PM2.5,3/6/2017 9:00,2017,3,6,9,42,µg/m³,1 Hr,Valid
Beijing,PM2.5,3/6/2017 10:00,2017,3,6,10,39,µg/m³,1 Hr,Valid
Beijing,PM2.5,3/6/2017 11:00,2017,3,6,11,30,µg/m³,1 Hr,Valid
Beijing,PM2.5,3/6/2017 12:00,2017,3,6,12,19,µg/m³,1 Hr,Valid
Beijing,PM2.5,3/6/2017 13:00,2017,3,6,13,12,µg/m³,1 Hr,Valid
Beijing,PM2.5,3/6/2017 14:00,2017,3,6,14,10,µg/m³,1 Hr,Valid
Beijing,PM2.5,3/6/2017 15:00,2017,3,6,15,13,µg/m³,1 Hr,Valid
Beijing,PM2.5,3/6/2017 16:00,2017,3,6,16,12,µg/m³,1 Hr,Valid
Beijing,PM2.5,3/6/2017 17:00,2017,3,6,17,10,µg/m³,1 Hr,Valid
Beijing,PM2.5,3/6/2017 18:00,2017,3,6,18,11,µg/m³,1 Hr,Valid
Beijing,PM2.5,3/6/2017 19:00,2017,3,6,19,11,µg/m³,1 Hr,Valid
Beijing,PM2.5,3/6/2017 20:00,2017,3,6,20,12,µg/m³,1 Hr,Valid
Beijing,PM2.5,3/6/2017 21:00,2017,3,6,21,10,µg/m³,1 Hr,Valid
Beijing,PM2.5,3/6/2017 22:00,2017,3,6,22,7,µg/m³,1 Hr,Valid
Beijing,PM2.5,3/6/2017 23:00,2017,3,6,23,9,µg/m³,1 Hr,Valid
Beijing,PM2.5,3/7/2017 0:00,2017,3,7,0,6,µg/m³,1 Hr,Valid
Beijing,PM2.5,3/7/2017 1:00,2017,3,7,1,7,µg/m³,1 Hr,Valid
Beijing,PM2.5,3/7/2017 2:00,2017,3,7,2,6,µg/m³,1 Hr,Valid
Beijing,PM2.5,3/7/2017 3:00,2017,3,7,3,13,µg/m³,1 Hr,Valid
Beijing,PM2.5,3/7/2017 4:00,2017,3,7,4,8,µg/m³,1 Hr,Valid
Beijing,PM2.5,3/7/2017 5:00,2017,3,7,5,19,µg/m³,1 Hr,Valid
Beijing,PM2.5,3/7/2017 6:00,2017,3,7,6,12,µg/m³,1 Hr,Valid
Beijing,PM2.5,3/7/2017 7:00,2017,3,7,7,17,µg/m³,1 Hr,Valid
Beijing,PM2.5,3/7/2017 8:00,2017,3,7,8,9,µg/m³,1 Hr,Valid
Beijing,PM2.5,3/7/2017 9:00,2017,3,7,9,11,µg/m³,1 Hr,Valid
Beijing,PM2.5,3/7/2017 10:00,2017,3,7,10,6,µg/m³,1 Hr,Valid
Beijing,PM2.5,3/7/2017 11:00,2017,3,7,11,9,µg/m³,1 Hr,Valid
Beijing,PM2.5,3/7/2017 12:00,2017,3,7,12,16,µg/m³,1 Hr,Valid
Beijing,PM2.5,3/7/2017 13:00,2017,3,7,13,17,µg/m³,1 Hr,Valid
Beijing,PM2.5,3/7/2017 14:00,2017,3,7,14,10,µg/m³,1 Hr,Valid
Beijing,PM2.5,3/7/2017 15:00,2017,3,7,15,10,µg/m³,1 Hr,Valid
